Taxa,Max.Rel.Ab,Mean.Rel.Ab,Median.Rel.Ab,Std.dev
Thioalkalivibrio_A thiocyanodenitrificans,0.000157545662196181,6.43674373626547e-06,0,2.97733162444974e-05
Prauserella_A sp003202235,9.42769024350807e-05,6.43343413644483e-06,0,2.16679842816727e-05
LD21 sp003141495,3.4961541049494e-05,6.43061712905835e-06,0,1.08679047945193e-05
EW11 sp003054665,4.11755312898888e-05,6.43042766042635e-06,0,1.1576343158048e-05
Bradyrhizobium japonicum_D,0.000415458600011851,6.4266596053022e-05,0,0.000129178160241989
Pseudooceanicola marinus,0.000130887453038485,6.42081676723372e-06,0,2.48545264557514e-05
UBA7960 sp002402465,0.00124664748222655,6.4191772274235e-05,0,0.000244739854448069
UBA6171 sp002422985,9.53316505224589e-05,6.41909699587608e-06,0,1.89037410329571e-05
Azovibrio sp002340095,7.60268234443104e-05,6.41550073537714e-06,1.1211546467518e-06,1.52307297519586e-05
Poseidonibacter sp002685075,0.000135223392889337,6.41467313926868e-06,0,2.60214907781372e-05
Chryseobacterium_B sp002345565,7.43602388787598e-06,6.41266903258238e-07,0,1.8005940637327e-06
Oryzisolibacter propanilivorax,0.000477423579047335,6.40993027399321e-05,1.626162460541e-06,0.000112665976871397
Arenibacter troitsensis,0.000120607049156791,6.40707233274626e-06,0,2.28818423170874e-05
Mycolicibacterium novocastrense,0.0001061071005503,6.40637591197297e-06,0,2.19383842636956e-05
UBA4078 sp003314535,6.40687847624469e-05,6.40435699587189e-06,0,1.62221308307503e-05
Blastococcus massiliensis,0.000781913116443463,6.40350197878112e-05,7.08888567523009e-06,0.000163078156852834
UBA6092 sp002428565,0.0010987931797153,6.40264767836369e-05,1.49968955052359e-06,0.000215188743456802
Psychrobacter sp002836505,0.00106194356534213,6.40161589244266e-05,0,0.000214340502841489
AG25 sp003221005,6.85761364542773e-05,6.39475591735263e-06,0,1.5857559858614e-05
Parvibaculum sp002694985,7.56561518778955e-05,6.39314906338722e-06,0,1.7595541627414e-05
Chroogloeocystis cyanobacterium,0.000133222221892101,6.39089655329508e-06,0,2.6219780963349e-05
Glaciimonas sp003056055,8.44355458479958e-05,6.38966262856491e-06,0,1.8832254970203e-05
Erythrobacter_A sp000181515,6.81023395219121e-05,6.38888629274252e-06,0,1.60366773620445e-05
Jatrophihabitans endophyticus,0.00037382360898946,6.38868019472295e-05,0,0.000109814431038762
Methylocapsa sp002890675,0.000509943420865426,6.38452146264222e-05,0,0.000138031470082613
Bosea sp900112185,4.42346629875006e-05,6.3788816361384e-06,0,1.33054291039434e-05
Natrinema limicola,0.000167930247113751,6.37835392838345e-06,0,3.1680917317557e-05
Bordetella_B sp002119665,0.000905531117144771,6.37781807774052e-05,0,0.000200036526145143
Cyanobium minutissima,0.000674981097198388,6.37520126133306e-05,0,0.000174547304073027
Dialister invisus,3.91433763577338e-05,6.37396425085059e-06,1.0852183071142e-06,1.04228966256316e-05
Flavobacterium columnare,7.56461925374562e-05,6.37044167313434e-06,0,1.78233426613626e-05
RAAP-2 sp003138895,4.40443728081312e-05,6.36772063550279e-06,0,1.18465212392044e-05
Thauera butanivorans,0.000665901346435735,6.3628359395987e-05,1.39362850873522e-05,0.00013038079319761
Proteiniphilum sp002411515,0.00158808315625666,6.35679623074049e-05,0,0.00029959512933349
Bacteroides_A plebeius,0.000343115691068702,6.35531058463675e-05,2.89615980218354e-05,8.44153502151338e-05
Thiomicrospira cyclica,0.00015186941892028,6.35493389800303e-06,0,2.86046546399833e-05
MEBICO9517 sp003285105,7.85324718230907e-05,6.35451951493627e-06,0,1.6436553359611e-05
Altererythrobacter_B troitsensis,0.000623720646799904,6.34935828871046e-05,4.87125199013287e-06,0.000137094942816404
Dialister sp900343095,3.96986015542974e-05,6.34931376747831e-06,0,1.13658714956978e-05
Gulbenkiania indica,4.44477805222474e-05,6.34900135646091e-06,0,1.12984296916154e-05
RAAP-2 sp003167415,0.000425148945879011,6.34699351312254e-05,0,0.000121893153630659
Microlunatus phosphovorus,5.94226865789357e-05,6.3439687791192e-06,0,1.50167420661629e-05
BOG-938 sp003164925,1.93924092026488e-05,6.34009085455478e-06,2.21561731370629e-06,7.0718627236179e-06
Bradyrhizobium sp000261685,0.000629474578327873,6.33319391295949e-05,0,0.000159904922998252
UBA6814 sp002452635,5.81404620963638e-05,6.32767662008287e-06,0,1.34290735864925e-05
Pseudomonas_E sp002304225,0.00076697675821628,6.3235206553097e-05,0,0.000179634824156479
Polaromonas sp000688115,0.000346888417241893,6.3218062000552e-05,3.10732086200369e-05,9.52435553996045e-05
IMCC3088 sp000204315,6.08912144780788e-05,6.31615490231116e-06,0,1.52196873568951e-05
Massilia_B eurypsychrophila,0.000656423280638122,6.31135335060597e-05,0,0.000169975560881463
Rhodopseudomonas sp000333455,7.15426930388707e-05,6.30910096219845e-06,0,1.6460745521054e-05
Azospirillum brasilense_B,0.000170489231099803,6.3088161418965e-06,0,3.21864624463989e-05
Sphingobium sp001650725,7.71079092995278e-05,6.30067905139353e-06,0,1.72623289214538e-05
SR-FBR-E99 sp003250475,0.000120142032840128,6.30038468254328e-06,0,2.33330980041571e-05
Rhodosalinus sp003298775,0.00159807978067045,6.29571414080105e-05,4.55216025889117e-07,0.000301065162776398
Youngiibacter sp002428415,0.000157670001903288,6.29515169311338e-06,0,2.97755118353654e-05
AVCC01 sp000622895,6.17477353446324e-05,6.29469038630067e-06,0,1.28567138239612e-05
Lutibacter flavus,0.000589578482672311,6.29413274027167e-05,9.51943787721842e-06,0.000137756589463765
Friedmanniella flava,3.48553987430887e-05,6.28920478728577e-06,0,1.1398932805666e-05
Ga0077553 sp001464575,6.16697961875201e-05,6.28523021099394e-06,5.5713527479707e-07,1.50372626635678e-05
Desulfovermiculus halophilus,0.00167812735111439,6.28299285283642e-05,0,0.000316751471968994
Methanothrix_A harundinacea_B,9.53525961618901e-05,6.27980953266129e-06,0,2.19708078926725e-05
Blastopirellula marina,0.000114379394273678,6.27826201696324e-06,2.23600889009161e-07,2.18235433946216e-05
Polaribacter haliotis,0.0013350048018475,6.27757519493876e-05,0,0.000261112927465653
Myxococcus macrosporus,3.64612556499855e-05,6.27396047426355e-06,0,1.12901933578558e-05
Flavimaricola marinus,0.000255733846649705,6.27358310267973e-05,9.45637754797814e-06,8.51509419845472e-05
PALSA-1151 sp003151775,4.36081786190996e-05,6.27223761241171e-06,0,1.14646249243515e-05
Paenisporosarcina_A sp000286315,0.000113187703529893,6.27090533253011e-06,0,2.25442980257426e-05
Hyalangium minutum,0.000758039968458197,6.27085333481929e-05,1.34327154992366e-06,0.000149244629631845
UBA2227 sp002348095,5.28804010404848e-05,6.26970535346823e-06,0,1.305489823902e-05
GWF2-37-49 sp000989955,9.32423712691691e-05,6.26732094768517e-06,0,2.10630015903352e-05
Paracoccus versutus,0.000803478185723148,6.26688877101693e-05,9.62474035298665e-06,0.000153900839126374
QEYE01 sp003122205,7.32135338371789e-05,6.2620547746222e-06,0,1.78443018357595e-05
UBA8905 sp002402795,9.11178615440488e-05,6.25485302167053e-06,0,1.78168534861012e-05
Halorubrum saccharovorum,0.000106793824346893,6.24517497806864e-06,0,2.10280363162226e-05
Confluentibacter sp002843175,0.00148172750495335,6.24056272823439e-05,8.06962797804577e-07,0.000279234935993423
Geodermatophilus tzadiensis,0.000109968796981532,6.23872071767099e-06,0,2.31269815887456e-05
Methylotenera_A versatilis_B,4.82550662966372e-05,6.23817516147854e-06,0,1.13823642631174e-05
Legionella drancourtii,8.65510306323143e-05,6.23755826079104e-06,9.62265609471773e-07,1.65481290947909e-05
Dehalogenimonas lykanthroporepellens,0.00131484738968071,6.23719405138709e-05,0,0.00024899042423589
Palsa-851 sp003132525,0.000908428616695724,6.23502070715892e-05,0,0.000213233484271185
QHVT01 sp003223645,0.000480271747375026,6.2332524635404e-05,6.87659541420558e-07,0.000128303617624917
Halorubrum lipolyticum,9.62748618200207e-05,6.23023900813418e-06,0,1.98313635838593e-05
Uliginosibacterium sp002855595,0.000115364081672688,6.22986323454433e-06,0,2.16670277013795e-05
32-67-11 sp000828895,0.000242107315384852,6.22938452187331e-05,3.47405212083817e-05,7.36085508394285e-05
Bacillus_C flexus,0.000164787804859946,6.22875240723071e-06,0,3.11064366329946e-05
Ga0077560 sp001464275,4.85686528826115e-05,6.22634530198148e-06,1.32516952014622e-06,1.21259880645264e-05
Yonghaparkia sp002423075,0.000556175820402305,6.22424193367376e-05,4.87253177213681e-06,0.00012900147046893
Rhodobacter capsulatus,7.32891888257094e-05,6.22251449856198e-06,0,1.43513304470241e-05
Methanosarcina sp000969965,0.00105897054565814,6.22026088569276e-05,0,0.000205871985666293
GCA-002782345 sp002782345,0.00016572352163125,6.21429870468787e-06,0,3.1284859043446e-05
GCA-2786225 sp002786225,0.00131975040734165,6.21361659916618e-05,0,0.000258360322475931
Blautia_A sp900066205,9.52178044899179e-05,6.21246896320438e-06,0,1.92679990315581e-05
Proteiniphilum sp002398565,0.00172522285709562,6.20905597227403e-05,0,0.000325946203882466
Herbaspirillum sp002257565,0.000146582246864755,6.20811979745022e-06,0,2.78192333920618e-05
Metallibacterium sp003233305,4.10445391488638e-05,6.20512272675091e-06,0,1.33663926029593e-05
UBA969 sp002303765,0.000112140357467098,6.20418087157583e-06,0,2.11773857583153e-05
Stenotrophomonas_A panacihumi,9.4032053601861e-05,6.20172174671106e-06,0,1.98410070211712e-05
Citrobacter_A amalonaticus_C,0.000165304214050858,6.20139500961909e-06,0,3.11935464475931e-05
Alkanindiges sp001982605,6.57591898467811e-05,6.2011619288378e-06,0,1.51656288476021e-05
UBA1268 sp002862165,9.19982675671819e-05,6.19953630983509e-06,0,2.1062242233808e-05
Acinetobacter gandensis,0.000816509940597532,6.19266256558136e-05,0,0.000194467021386884
Gp22-AA3 sp003223135,3.8009491574135e-05,6.19040806967966e-06,0,1.11804386211121e-05
UBA2259 sp002419125,0.000117693508081655,6.18146671113997e-06,0,2.25997225731185e-05
Sphingopyxis witflariensis,3.39245169148791e-05,6.18076184189225e-06,9.91556495278625e-07,9.68007795584821e-06
Jeotgalicoccus psychrophilus,5.00378116925322e-05,6.17921653023323e-06,0,1.2370835737432e-05
Geopsychrobacter electrodiphilus,0.000151478566790045,6.17605165988085e-06,0,2.85211144420485e-05
UBA6398 sp003150315,0.00102532539936631,6.17098710985896e-05,0,0.000214034903526411
Providencia rettgeri_D,8.67655977145028e-05,6.16983758126182e-06,0,2.1683191782182e-05
Lysobacter spongiicola,0.000352741740399018,6.16871976686811e-05,1.99576681277155e-05,9.54212075558113e-05
Paraburkholderia sp900142905,6.33896134880222e-05,6.16664958081888e-06,0,1.65144063521717e-05
Streptomyces lavenduligriseus,0.000172664443716548,6.16658727559098e-06,0,3.26305127383781e-05
Lentimicrobium sp002433025,5.548408397299e-05,6.16467524902905e-06,0,1.36495714607218e-05
Gallionella sp001801055,4.2153851017752e-05,6.16374083848812e-06,7.5547186415371e-07,1.03308685420406e-05
FEN-1099 sp003170555,5.37202200380213e-05,6.16302350608114e-06,0,1.20933426764097e-05
UBA10450 sp003219195,0.000451729061426407,6.16241688022737e-05,0,0.000126020925546048
Mesotoga sp003228205,0.000130550238759208,6.16171795351585e-06,0,2.46722283768576e-05
Novosphingobium_A sp001305965,8.12856652272711e-05,6.15838261582808e-06,0,1.6559124487989e-05
13-2-20CM-66-19 sp001914695,0.000312179763830875,6.15586459968966e-05,1.46343593891727e-05,8.85567414434455e-05
Terracidiphilus sp003165075,0.000408589181690053,6.15518664488229e-05,1.82405889267571e-06,0.000115918575449211
Leeuwenhoekiella blandensis,0.000376739836674049,6.15283414360011e-05,0,0.000119646767409657
Rhizobacter sp000800095,0.000308692816860625,6.15093278628989e-05,0,0.000103651294108325
Devosia sp000735585,4.57174243028515e-05,6.14318835734648e-06,0,1.20487387833594e-05
Pseudoxanthomonas_A sp900104085,4.04898832144197e-05,6.13908710509328e-06,0,1.16694476258828e-05
Yoonia rosea,0.00160800186999986,6.13706843792957e-05,0,0.000303296453560652
Halorubrum lacusprofundi,0.00053451173623144,6.13487543366062e-05,0,0.000151483578090806
Nitrosomonas sp900111165,5.9365935278344e-05,6.13360167664824e-06,0,1.54894618443042e-05
Altererythrobacter_B flavus,0.000100465428932582,6.13316597788548e-06,0,1.92531661380886e-05
Planktophila lacus,9.23502130849436e-05,6.13273270206808e-06,0,1.87572230900647e-05
Derxia gummosa,3.0841726327711e-05,6.13042643626947e-06,1.54332571257803e-07,1.05007442505512e-05
Lysobacter arseniciresistens,0.000679074539502578,6.11405521957704e-05,0,0.000140891460715182
RC9 sp000431015,5.58892041377331e-05,6.11193390758738e-06,3.07489206797879e-06,1.12903925058858e-05
Vogesella sp900090205,2.7580735686223e-05,6.11045923971885e-06,0,9.63448090735691e-06
Dokdonella sp002483055,0.000637238946529004,6.10875019626541e-05,1.57024698196911e-06,0.000143514243433325
Hyphomonas sp002414505,9.3655470382387e-05,6.10602982213176e-06,0,1.84537236340572e-05
Planktophila dulcis,0.000125074913217146,6.10556014097573e-06,0,2.4810869755539e-05
Cellulophaga sp000799565,0.000416361216786052,6.10243780284781e-05,0,0.000116415715444217
Geodermatophilus sp900115505,8.61754683622716e-05,6.10191415310451e-06,0,2.1607196252217e-05
OLB17 sp001464665,0.00067305648374992,6.09938725605587e-05,1.67898538427479e-06,0.000171712968211873
UBA8473 sp002782605,5.71332163622593e-05,6.0972824779672e-06,0,1.44548370082588e-05
Thioclava pacifica,0.00010046686832667,6.09289935991818e-06,0,1.93486064066735e-05
Methylobacterium indicum,4.56543806248084e-05,6.09193425956002e-06,0,1.39843598743787e-05
Arthrobacter_I sp900102895,0.000463855662775969,6.08980164088161e-05,0,0.000137191854312809
Lawsonibacter sp000177015,0.00049159091663991,6.0873647827038e-05,6.50867420365361e-06,0.000106493005855514
Pseudarthrobacter sp001428075,0.00011692827258126,6.08589605779514e-06,0,2.21674831100461e-05
Marinobacter pelagius,0.000139977828135369,6.08475957353229e-06,0,2.64229364558375e-05
Geodermatophilus obscurus_B,7.77062617940279e-05,6.08015353829015e-06,0,1.8143790080033e-05
Hydrogenophaga sp002127215,0.000268032981204398,6.07941885142964e-05,9.70110637723656e-06,8.54001616856309e-05
DMER64 sp001512865,9.9871351151382e-05,6.07769711004602e-06,0,2.0361797522984e-05
Paucibacter sp001477625,0.000263462969336648,6.07566839797462e-05,3.15415389379809e-05,7.64917086143342e-05
Psychrobacter sp000511065,0.000997051471766724,6.0714649561156e-05,0,0.000199603393993947
Pseudomonas_E mendocina_C,0.000141791095976563,6.06934773783522e-06,0,2.67101737796797e-05
Actinoplanes missouriensis,9.56577891551685e-05,6.06762023980625e-06,0,2.01573561947814e-05
Gp1-AA122 sp003225055,0.000574167409725483,6.0667244129838e-05,1.01012970950843e-05,0.000115403337247776
Halomonas sp002966495,0.000101958309982688,6.06421408084241e-06,0,2.08459524537474e-05
Pseudonocardia sp001725415,5.44194902870939e-05,6.06308678722062e-06,0,1.56388385172447e-05
Pseudomonas_E lundensis_A,0.000122399759241189,6.06150411058983e-06,0,2.33441067087801e-05
Citrobacter pasteurii,0.000137047323276929,6.06043756452543e-06,0,2.60347918444953e-05
Paraburkholderia_B mimosarum,4.57146901944939e-05,6.05599827800785e-06,0,1.35531493649651e-05
Accumulibacter sp000585015,0.000435925299338458,6.05384543261459e-05,7.00417678671589e-06,0.000106752929198666
FEN-335 sp003154055,0.00053947740969947,6.05260730851284e-05,0,0.000145281599040705
Novosphingobium sp002556635,0.000458075476277151,6.05248901131324e-05,1.03876848312063e-05,0.000114524483199345
Porphyrobacter sp000331285,0.000651659139354369,6.0515016592049e-05,2.003639541682e-05,0.000127178673117242
Paraburkholderia aromaticivorans,0.00076526845553269,6.0295823046458e-05,0,0.000184089970614446
UBA6140 sp002842255,6.23189519368624e-05,6.02841217777196e-06,0,1.63532816397951e-05
Skermanella stibiiresistens,5.26406298557588e-05,6.01923051291395e-06,4.19948123595805e-07,1.11240252251041e-05
LD21 sp003157055,9.68227965861748e-05,6.01591196214549e-06,0,1.8902821254281e-05
FJAT-44876 sp002335745,0.00166382525552139,6.01453940265154e-05,0,0.000314308773525461
Algibacter_C aquaticus,0.000144466661308181,6.01077007968274e-06,0,2.71925359800237e-05
Mitsuaria chitosanitabida,4.89837832468948e-05,6.00949883942034e-06,0,1.31483520091551e-05
Clostridium sp000230835,8.3258814394483e-05,6.00843317835551e-06,0,1.78962542966934e-05
Dehalococcoides mccartyi,0.000135039240994092,5.99638396229113e-06,0,2.5530172669301e-05
Sanguibacter suarezii,6.90763171965452e-05,5.99363322745801e-06,0,1.66081335782626e-05
UBA1535 sp002396645,0.000127924780229225,5.99337866234851e-06,0,2.44480102687602e-05
Roseomonas deserti,5.08211813536069e-05,5.99225883970793e-06,4.61192571646969e-07,1.10296985963547e-05
Methanosarcina sp001714685,0.000754863891922501,5.9879291782982e-05,5.77537716784532e-07,0.000160526071032567
Microbacterium sp900113885,8.43812276359611e-05,5.98401823853866e-06,0,1.85140014434746e-05
Niastella populi,0.000132432610661965,5.98235484625919e-06,0,2.4882344155127e-05
Jejuia pallidilutea,0.000100737169466121,5.98189299216927e-06,0,1.95544376665352e-05
Klebsiella pneumoniae,7.45566621512698e-05,5.97811062511929e-06,0,1.72872939264852e-05
Psychrobacter urativorans,7.83318780253306e-05,5.97592539425198e-06,0,1.83795198219921e-05
Mesotoga sp001603185,0.00127741142322983,5.97452126540009e-05,0,0.000242855965303899
PALSA-1495 sp003136895,0.000660040561988486,5.97363789378326e-05,0,0.000147247060217104
PCC7001 sp002396505,7.17727520813702e-05,5.97064563999686e-06,0,1.68588797418687e-05
20CM-2-65-7 sp003223395,3.72594694251554e-05,5.96799300972991e-06,0,1.04940561363813e-05
UBA6560 sp003013695,6.79802642844718e-05,5.96427405679394e-06,0,1.43125934728249e-05
Streptomyces sp002946835,0.000111990858714557,5.96250933390073e-06,0,2.19934225912773e-05
Azoarcus_C communis_A,0.00070195169771223,5.95885834468155e-05,4.33265210903576e-06,0.000147593978181521
Neorhizobium sp002500765,8.73585989245364e-05,5.95010329112928e-06,0,1.80105712396254e-05
Mycolicibacterium canariasense,6.83538926443428e-05,5.94907948002582e-06,0,1.77846815133e-05
OLB5 sp001567545,7.92810967223746e-05,5.9467242977551e-06,0,1.85384863827442e-05
Pseudomonas_E seleniipraecipitans,8.73522353319167e-05,5.94661111012251e-06,0,1.70784380362625e-05
Gemmiger variabile,6.80943113640863e-05,5.94541622134319e-06,0,1.56726792194159e-05
Haloparvum sedimenti,7.79411580694812e-05,5.94468708432823e-06,0,1.66256356326068e-05
Erythrobacter_B sp002337385,0.000679511628416738,5.93367665427622e-05,0,0.000141525674771044
Bacillus_AY sp002871465,0.000133595469308246,5.93281302816266e-06,0,2.55790748390247e-05
Pseudorhodoplanes sinuspersici,0.000403649441688029,5.93113954987923e-05,5.1783421993843e-06,0.000103144850708361
CAG-217 sp000436335,0.000298940422281026,5.9310830995794e-05,4.11743716553933e-05,6.66173017269199e-05
Amycolatopsis tolypomycina,6.68557237619835e-05,5.93097553274418e-06,0,1.64435491528357e-05
Flavobacterium sp000813005,5.15911496007666e-06,5.92963690777504e-07,0,1.53404706170617e-06
Marinobacter subterrani,0.00122968734480806,5.92843799903126e-05,0,0.000238260277856229
Holophaga sp002297665,0.000561723900821098,5.92393420531307e-05,0,0.000130849988339508
Oceanihabitans spongicola,0.000939244334500805,5.92227526908831e-05,0,0.000197460037161657
Antarctobacter heliothermus,0.000347409568638343,5.92047756733131e-05,2.40736210391498e-05,8.99496386571577e-05
Lelliottia lapagei,0.000115356581898333,5.91788642334244e-06,0,2.29304617487601e-05
Sphaerospermopsis kisseleviana,6.31451501632981e-05,5.91590710643169e-06,0,1.43337512312858e-05
OK032 sp900111345,0.000118149746880716,5.91474609172791e-06,0,2.34689472966226e-05
Variovorax sp900100965,4.13982061729008e-05,5.90920595063384e-06,0,1.04199060172531e-05
GWC2-56-14 sp001803705,0.000551611859402176,5.90473858174017e-05,1.02646750935781e-07,0.000127516692806532
Sphingopyxis macrogoltabida,0.000542513316235944,5.90413392924102e-05,0,0.000120048624698359
Streptococcus lutetiensis,6.48458677655758e-05,5.89931238560042e-06,0,1.57279176047605e-05
Pseudomonas_E abietaniphila,5.60570030842251e-05,5.89675144730599e-06,0,1.40157096511126e-05
Bradyrhizobium sp002266435,0.000551853228739185,5.89557465249154e-05,0,0.000143120431830808
UBA12068 sp000991645,5.59906773143064e-05,5.89254795475901e-06,0,1.4434256215879e-05
Georgenia soli,5.87595205204792e-05,5.89068000629516e-06,0,1.40207374043637e-05
Rhizorhabdus dicambivorans,0.000698917654047575,5.88894852388993e-05,0,0.000145871937141527
Desulfarculus baarsii,0.00102017205435881,5.88476697096926e-05,0,0.000199885886672742
2-02-FULL-47-50 sp001801885,0.0010352263777239,5.88412097591837e-05,0,0.000218042049769571
Pseudodonghicola xiamenensis,0.000437437701885529,5.88028888457619e-05,0,0.00010991329172678
UBA2294 sp002345625,0.00111490911146097,5.87851096377566e-05,8.09897290036739e-07,0.000217968789791542
Paracoccus mutanolyticus,0.00121569105060951,5.87570918529159e-05,0,0.00023031126989804
Myxococcus virescens,4.46710748029623e-05,5.8722103736642e-06,0,1.24698133159018e-05
Bacillus_F sp002563655,0.00154885420997527,5.87103007487355e-05,0,0.000292339317605121
Chryseobacterium_A sp002453895,0.0010422346236684,5.86906341116217e-05,0,0.000198009522979299
GCA-2721365 sp002721365,5.66502202370598e-05,5.86820230632983e-06,0,1.40757602065811e-05
C7867-006 sp001825395,8.66375224463777e-05,5.86660847862272e-06,0,2.15753740902154e-05
Fen-1137 sp003157775,5.38466205557578e-05,5.86421712093725e-06,0,1.20568462251519e-05
Roseateles depolymerans,4.4323206306078e-05,5.86171296016907e-06,0,1.17943419674567e-05
Devosia sp003097015,0.00149362392742677,5.8576499568778e-05,0,0.000282000951926756
Marinobacter shengliensis,9.07059993057943e-05,5.85746540874586e-06,0,1.81563847882201e-05
Ruegeria lacuscaerulensis,8.83624263596012e-05,5.85330567589162e-06,0,1.82936387587328e-05
RSA11 sp002919115,0.00053490530129944,5.85294951095252e-05,0,0.000112614368827433
Rhodoferax sp002256115,0.000624383289653732,5.85283496963292e-05,1.49355525599921e-05,0.000125554897478939
Aequorivita sublithincola,9.65533960946218e-05,5.8528102804232e-06,0,1.85134278201753e-05
Vitreoscilla_A sp002255925,0.000408192657417472,5.85176235656358e-05,5.95143281639079e-06,0.000102802135371806
Luteibacter rhizovicinus,0.000631834571537181,5.84721503108034e-05,0,0.000148496531065523
UBA4179 sp002849245,0.000152927028060043,5.84360022370485e-06,0,2.88364229978929e-05
Mesonia mobilis,7.04992044263817e-05,5.84172163263624e-06,0,1.73483357302706e-05
Bog-257 sp003151335,0.000422830569281283,5.84171122729075e-05,0,0.000124261060334144
Cyclobacterium halophilum,5.34399820038762e-05,5.83150941747245e-06,0,1.31675148324681e-05
Nitrosomonas sp000175095,7.58057327400393e-05,5.83149523664767e-06,0,1.58768179820341e-05
Hydrotalea sandarakina,0.000120785700130333,5.8305318006401e-06,0,2.27000602708852e-05
Tamilnaduibacter sp002717955,0.000131979749874196,5.83038280275912e-06,0,2.50331008016978e-05
UBA6265 sp002440805,9.65533960946218e-05,5.8297798515661e-06,0,1.85335868396123e-05
Pseudoxanthomonas suwonensis_B,0.000926577865906949,5.82868076340787e-05,0,0.000177052406393825
Aquamicrobium_A sp000526635,5.8925032924263e-05,5.82707201702365e-06,0,1.47286682808343e-05
Planococcus_A sp000785555,0.000157566428140582,5.8211198167513e-06,0,2.97522386415795e-05
Anaerotignum sp002299545,0.000162713044139141,5.81983058617132e-06,0,3.0748213687569e-05
Bact-08 sp002840895,0.000802383143406891,5.81747087452248e-05,0,0.000161852512126982
Sphingomonas pruni,7.76434942158421e-05,5.81001085486399e-06,0,1.60924003580003e-05
RAAP-2 sp003136495,0.00048644307305064,5.8090303629388e-05,0,0.000126867165804691
Actibacterium sp000744955,0.00130632604913692,5.80772213669679e-05,0,0.00024561247869936
Gordonia malaquae,7.76323769024499e-05,5.80145400349543e-06,0,1.84979844363804e-05
Fen-1268 sp003170475,5.46050236621769e-05,5.80130977538494e-06,0,1.37624863577229e-05
Caballeronia crenata,0.00162232465536668,5.7997535360954e-05,0,0.000306579376982954
Clostridium puniceum,4.78430970899191e-05,5.79950953847114e-06,4.37217605038268e-07,1.13139911429653e-05
Prosthecobacter debontii,3.79905356882851e-05,5.7989614513454e-06,0,1.11531020498428e-05
Comamonas_B terrae,3.26744462514083e-05,5.79561933982621e-06,0,9.32991408689834e-06
Idiomarina atlantica,0.000130787926364661,5.79403990984453e-06,0,2.50916206191156e-05
Staphylococcus haemolyticus,0.000150877851499395,5.79239667920462e-06,0,2.8495225834127e-05
Cupriavidus sp000955785,4.35157892283346e-05,5.78902611264686e-06,0,1.2136297956708e-05
UBA6038 sp002307315,4.39873801723092e-05,5.78681068710934e-06,0,1.11372403239916e-05
Halobiforma nitratireducens,3.67832093422591e-05,5.78466732177459e-06,8.17087038075036e-07,1.01139381669367e-05
Palsa-739 sp003161615,0.000408602298083,5.78359059609182e-05,1.68699965733826e-06,0.000116095841267614
Bact-07 sp001603415,0.00157023956414619,5.77952499580571e-05,0,0.000296491102282969
HGW-2 sp002841495,0.00138257687530579,5.77793075586153e-05,0,0.0002603823177384
Nanopelagicus sp000294575,0.000115645762331596,5.77729222503247e-06,0,2.32269735062541e-05
Roseateles_A aquatilis,0.000263841050818217,5.77430952694083e-05,1.20059005294644e-05,8.73093146899177e-05
Brachybacterium paraconglomeratum,5.32568205827177e-05,5.77340831501633e-06,0,1.45300556442669e-05
Emticicia oligotrophica,4.60364425588608e-05,5.77322056062848e-06,2.52544207512769e-07,1.01217402948031e-05
AV55 sp003218475,0.00117937303447741,5.77258065924845e-05,0,0.00022272444180662
UBA7662 sp002483345,0.00129312120335466,5.77034417273775e-05,0,0.00024312670051844
Micromonospora matsumotoense,0.000109717726668789,5.76957553955082e-06,0,2.16849716517297e-05
UBA953 sp002293065,0.000131730784430475,5.76822314381174e-06,0,2.48532058289838e-05
Exiguobacterium profundum,0.000707002488534314,5.76671940319256e-05,6.91085327057658e-06,0.000148761129801648
28-57-27 sp002281735,0.000492538920160031,5.76626434670306e-05,2.84755615390656e-06,0.000131247240555282
Euryhalocaulis caribicus,0.000128050323960717,5.76526313561532e-06,0,2.41002886526594e-05
Pleomorphomonas koreensis,0.000947721730962751,5.76519850170169e-05,0,0.000196044236557126
Micrococcus luteus_A,7.69339044612005e-05,5.76485572845725e-06,0,1.62616200201576e-05
Lampropedia cohaerens,0.000909190312235548,5.76463322391915e-05,0,0.000177811079475124
Sphingomonas sp001421745,5.95691517352793e-05,5.76272819370922e-06,0,1.59221661313685e-05
Rhodococcus sp001426185,8.6059905467358e-05,5.76186018603436e-06,0,1.70296254478401e-05
Bacillus_D sp000821085,0.000157566428140582,5.76153594690156e-06,0,2.97558277568185e-05
Anaerobium acetethylicum,6.43689307297479e-05,5.76132786400333e-06,0,1.49590942801209e-05
UBA9973 sp002788475,9.85787657703305e-05,5.75952077294577e-06,0,2.11178156578493e-05
AR19 sp003220595,7.87103667636921e-05,5.75246047113785e-06,0,1.58238080303299e-05
WD3A24 sp002967695,0.000119613894710942,5.75204598344098e-06,0,2.25351213872618e-05
AV55 sp003218945,0.000571644195582891,5.74822812154234e-05,0,0.000140250188812376
Kamptonema formosum,8.05171297981636e-05,5.74571453361735e-06,0,1.57498696499518e-05
UBA2161 sp002328835,3.84678741010933e-05,5.74510738903171e-06,0,1.0931605266393e-05
Bog-257 sp003152695,0.000379102587745899,5.7436908491217e-05,0,0.000105991779739991
Bacillus_V sp002480735,0.000108604277592259,5.74311155656175e-06,0,2.15972209005844e-05
