MG1,JK1,PK3,sP1R,P5S1,P4B2,P2S1,P4S1,JK2,P4S3,MC2,P4WF,PK1,P5WF,fP2R,P5S2,JK3,fP1R,P3WF,MG2,P4S2,sP2R,P2WF,P3S1,MG3,PK2,sP3R,MC3,MC1,fP3R
MEG_6051|Drugs|betalactams|Class_A_betalactamases|RCP,0,0,0,704.0,0,0,208.0,0,572.0,0,0,0,0,0,542.0,0,0,0,0,0,0,470.0,298.0,0,0,366.0,503.0,0,0,1149.0
MEG_4301|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRN,0,0,0,1078.0,0,0,0,0,814.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.0,742.0,0,0,0
MEG_23|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,923.0,0,0,0,0,810.0,0,0,0,0,0,0,0,426.0,0,0,0,0,0,0,0,0,494.0,918.0,0,0,0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0,0,0,0,0,0,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,85.0
MEG_2864|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,0,0,0,928.0,0,0,0,0,769.0,0,0,0,0,0,759.0,0,457.0,0,0,0,0,0,0,0,0,583.0,0,0,0,682.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0,0,0,0,0,0,0,0,323.0,0,0,0,0,0,0,0
MEG_42|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0,523.0,0,0,0,0,0,0,0
MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,7821.0,0,0,5191.0,0,0,0,0,0,0,0,41503.0,0,0,18899.0,0,0,0,21836.0,26952.0,0,0,0,11826.0,0,0,29713.0
MEG_4796|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0
MEG_7067|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,44.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.0,0,0,0,0,0,0,0
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,23.0,0,0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0
MEG_6610|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0,0,0,0,0,0
MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST,0,0,0,1352.0,0,0,0,0,1020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.0,990.0,0,0,1096.0
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,0,0,0,0,0,0,85.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,0,0,0,0,0,0,0
MEG_4129|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA,0,1107.0,1735.0,6187.0,0,0,1219.0,3688.0,4458.0,2729.0,0,0,0,0,4369.0,2441.0,1956.0,1973.0,0,0,2597.0,2965.0,2270.0,0,0,2458.0,3564.0,0,0,3155.0
MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,3080.0,4796.0,11414.0,4027.0,0,3017.0,8987.0,6690.0,76280.0,0,0,1153.0,0,21605.0,8518.0,4611.0,8201.0,384.0,12337.0,7052.0,10932.0,12232.0,0,8687.0,6104.0,8298.0,0,0,11151.0
MEG_3898|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,51.0,0,0,338.0,314.0,0,114.0,190.0,0,1107.0,499.0,0,0,0,427.0,556.0,0,0,0,422.0,273.0,254.0,265.0,65.0,0,0,259.0,167.0,503.0,285.0
MEG_6091|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,821.0,1237.0,1949.0,0,0,1257.0,0,2008.0,0,0,0,0,0,0,2964.0,1918.0,0,0,3682.0,0,2082.0,0,0,0,1776.0,2397.0,0,0,2949.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,0,391.0,0,0,619.0,0,0,0,0,0,0,0,4108.0,368.0,0,3678.0,125.0,0,0,1717.0,2549.0,0,0,0,379.0,0,0,3505.0
MEG_4753|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.0,0,0,0,0,0,0,0
MEG_2922|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
MEG_957|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0
MEG_1564|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0
MEG_6520|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB,0,0,0,2681.0,0,0,0,0,1977.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.0,0,0,1426.0,2111.0,0,0,2386.0
MEG_1620|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192.0,0,0,0,0,0,0,0
MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0,0,0,0
MEG_6611|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0
MEG_3656|Drugs|betalactams|Class_A_betalactamases|M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,0
MEG_3986|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,994.0,1221.0,3237.0,5532.0,2156.0,0,3556.0,3163.0,4445.0,1796.0,0,0,0,0,12185.0,4873.0,1419.0,6908.0,0,4576.0,3613.0,8161.0,2689.0,0,458.0,4333.0,9807.0,0,0,9137.0
MEG_6168|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,583.0,0,0,0,0,422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.0,0,0,0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0,0,0,0,0,0,0,0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.0,0,0,0,0,0,0,0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,386.0,0,0,31.0,7.0,0,26.0,187.0,434.0,21.0,0,0,98.0,0,0,151.0
MEG_7288|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB,0,0,0,1454.0,0,0,0,0,0,0,0,0,0,0,3027.0,0,0,0,0,0,0,1845.0,1297.0,0,0,0,0,0,0,1722.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0
MEG_7192|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,572.0,0,0,0,0,502.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.0,566.0,0,0,0
MEG_278|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,188.0,577.0,0,0,174.0,0,432.0,0,0,0,0,0,319.0,422.0,239.0,0,0,522.0,0,254.0,0,0,0,288.0,542.0,0,0,0
MEG_7275|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIC,0,1018.0,1790.0,3893.0,0,0,0,0,3521.0,0,0,0,0,0,4040.0,0,1933.0,0,0,3682.0,0,2648.0,1546.0,0,0,2287.0,2527.0,0,0,3612.0
MEG_1051|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.0,0,0,0,0,0,0,0
MEG_815|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.0,0,0,0,0,0,0,0
MEG_3902|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,0,0,0,119.0,0,0,0,0,126.0,471.0,0,0,0,0,186.0,0,0,0,0,0,0,133.0,0,0,0,0,0,0,0,0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,0,0,0,0,0,0,3492.0,0,0,2800.0,0,0,0,0,0,0,0,0,0,0,5901.0,0,827.0,0,0,0,0,0,0,0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.0,0,0,0,0,0,0,0
MEG_792|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0
MEG_2879|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
MEG_7675|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.0,0,0,0,0,0,0,519.0,574.0,0,0,0,0,0,0,0
MEG_7249|Drugs|betalactams|Class_B_betalactamases|THINB,0,0,0,905.0,0,0,0,0,601.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.0,0,0,0,0,0,0,0
MEG_2620|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,0,0,0,0,0,0,0
MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3844.0,8429.0,14055.0,18600.0,8716.0,0,4087.0,16973.0,18246.0,7181.0,0,0,2896.0,0,54528.0,18997.0,12704.0,15880.0,0,22788.0,9527.0,27107.0,10416.0,2357.0,0,17493.0,14222.0,0,4542.0,20293.0
MEG_2941|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.0,0,0,0
MEG_5357|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,604.0,2502.0,0,0,614.0,0,1188.0,19185.0,0,0,0,0,2746.0,1911.0,672.0,927.0,92.0,3258.0,1051.0,1759.0,3151.0,0,0,997.0,2373.0,0,0,1781.0
MEG_4971|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0
MEG_2705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.0,0,0,0,0,0,0,0,0,625.0,675.0,0,0,0
MEG_7666|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,0,0,0,0,0,0,0
MEG_252|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,230.0,0,0,0,0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,0,0,0
MEG_7830|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,0,0,0,470.0,0,0,0,0,310.0,0,0,0,0,0,0,300.0,178.0,0,0,549.0,0,344.0,232.0,0,0,174.0,499.0,0,0,320.0
MEG_2648|Drugs|betalactams|Class_B_betalactamases|DHT,0,0,0,1273.0,0,0,0,0,1054.0,0,0,0,0,0,0,838.0,0,0,0,0,0,0,0,0,0,856.0,696.0,0,0,0
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,27.0,168.0,0,0,0,0,0,0,125.0
MEG_4730|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,0,0,0,0,0,0,0
MEG_895|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0
MEG_6810|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0
MEG_7186|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,68.0,51.0,0,0,0,84.0,0,0,1153.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,25.0,61.0,0,0,0,24.0,0,0,83.0
MEG_391|Drugs|betalactams|Class_C_betalactamases|ACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,0
MEG_3444|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,0,0,0,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0
MEG_2717|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.0,0,0,0,0,0,0,0
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0,0,0,0,0
MEG_3864|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0,0,0,104.0,0,0,0,0,0,0,0,0,0,0,193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,0,0,0,0,0,0,36.0,254.0,0,0,0,0,0,0,0
MEG_4830|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0
MEG_3715|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
MEG_2543|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,18.0,214.0,0,0,0,0,0,0,0
MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,0,0,70.0,155.0,0,0,77.0,0,134.0,0,0,0,37.0,0,0,54.0,121.0,0,0,0,0,199.0,89.0,0,0,143.0,197.0,0,0,82.0
MEG_901|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,45.0,264.0,0,0,0,0,0,0,0
MEG_2045|Metals|Copper_resistance|Copper_resistance_protein|COPC,0,0,0,355.0,0,0,86.0,0,300.0,0,0,0,0,0,2818.0,179.0,0,158.0,0,0,0,1375.0,285.0,0,0,171.0,300.0,0,0,608.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.0,0,0,0,0,0,0,0
MEG_2140|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPD,0,0,0,1944.0,0,0,0,0,1830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228.0,1308.0,0,0,0
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,0,0,0,0,0,0,0
MEG_1618|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.0,0,0,0,0,0,0,0
MEG_2904|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1,0,897.0,2215.0,2810.0,0,0,0,0,2653.0,0,0,0,0,0,5731.0,1481.0,1781.0,0,0,2059.0,0,3202.0,3677.0,0,0,1781.0,1480.0,0,0,2454.0
MEG_6647|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTM,0,0,0,936.0,0,0,0,0,633.0,0,0,0,0,0,1452.0,0,0,0,0,0,0,935.0,478.0,0,0,0,814.0,0,0,0
MEG_7285|Drugs|Thiopeptides|Thiostrepton_23S_rRNA_methyltransferases|TSNR,0,0,406.0,1133.0,0,0,0,0,818.0,0,0,0,0,0,0,452.0,416.0,0,0,748.0,0,0,0,0,0,568.0,716.0,0,0,0
MEG_1772|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0
MEG_7189|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,474.0,0,0,0,0,312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.0,0,0,0,0
MEG_3940|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY,0,0,906.0,2290.0,0,0,0,0,1779.0,0,0,0,0,0,3524.0,1267.0,1126.0,0,0,1983.0,0,2264.0,0,0,0,1318.0,1763.0,0,0,3088.0
MEG_3174|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM,0,0,0,1336.0,0,0,0,0,1032.0,0,0,0,0,0,0,976.0,616.0,0,0,1066.0,0,0,0,0,0,656.0,1140.0,0,0,0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,493.0,651.0,441.0,0,744.0,0,422.0,485.0,0,0,0,0,2455.0,975.0,0,1557.0,0,393.0,325.0,1139.0,2495.0,133.0,0,399.0,1018.0,0,73.0,1304.0
MEG_3432|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_mutant|INIC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.0,0,0,0,0
MEG_4168|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.0,0,0,0,0,0,0,0
MEG_5032|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0
MEG_5146|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,16.0
MEG_503|Metals|Copper_resistance|Copper_resistance_protein|ACTPC,0,0,1700.0,4719.0,0,0,0,0,3840.0,3262.0,0,0,0,0,3749.0,0,2337.0,0,0,4004.0,0,2605.0,0,0,0,2900.0,3464.0,0,0,4873.0
MEG_7850|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZIPB,0,0,736.0,2068.0,0,0,656.0,2246.0,1421.0,0,0,0,0,0,3166.0,1205.0,885.0,1315.0,0,2094.0,1066.0,1940.0,984.0,0,0,1090.0,1489.0,0,0,2543.0
MEG_3452|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAB,0,0,0,1082.0,0,0,0,0,844.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,116.0,0,0,0,0,0,0,0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0,0,0,0,0,0,0,0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0
MEG_3901|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,0,0,0,1661.0,0,0,0,0,1435.0,0,0,0,0,0,2461.0,0,0,0,0,0,0,1930.0,1450.0,0,0,0,1968.0,0,0,1669.0
MEG_4847|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,103.0,0,0,0,0,0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3614|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,0,0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0,0,0,0
MEG_827|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,43.0,0,0,0,0,0,0,0
